,Priv Union Members (%),us_inf,prop_rep,change_prop_not_on_strike_indicator,Wage_Increase_Indicator,instrument_calc
821,5.1,2.6,71.224367598683,0,0,-773.4243865112926
822,4.9,2.4,81.64997235202,0,0,-327.0912734041875
823,4.4,1.4,81.64997235202,0,0,0.0
824,5.0,1.8,67.33775876764116,0,0,19310.4541647
825,4.5,2.2,67.33775876764116,0,0,4080736.859768155
826,4.4,2.5,56.061782927659884,1,0,-56.05988807978141
827,3.9,2.3,56.061782927659884,0,0,-223.0045802051752
828,4.2,2.3,65.83883373441768,0,1,5419183.8552709
829,4.2,1.7,65.83883373441768,0,1,-223.0116812868683
830,4.8,1.0,67.54993347695172,0,1,0.0
831,3.8,1.7,67.54993347695172,0,0,957190.7062257
832,3.4,2.1,64.24160048672194,0,0,0.0
833,4.2,1.8,64.24160048672194,0,0,-736.3005432505386
834,3.8,1.7,63.64087912908707,0,0,0.0
835,4.5,1.8,63.64087912908707,0,1,0.0
836,3.7,2.2,70.73208789926242,0,1,0.0
837,4.4,1.8,70.73208789926242,0,0,0.0
838,3.7,2.1,62.029228936072464,0,0,22103107.076961502
839,4.6,2.2,62.029228936072464,0,0,-329.1293432595238
840,4.6,1.7,62.17308440047679,0,0,-350.7585773362821
842,5.4,2.8,58.22266035327009,0,0,-98.74297206298209
843,6.3,3.0,58.22266035327009,0,0,221228.84837820003
844,4.8,2.7,50.301016427041965,0,0,-138.268030236375
845,4.9,2.4,50.301016427041965,0,1,857659.5566582001
846,5.6,2.3,59.89455383801353,0,1,-111.57621112903226
847,5.5,2.1,59.89455383801353,0,0,0.0
848,6.3,2.4,54.525770210898685,1,0,34169753.910602316
849,4.8,2.6,54.525770210898685,0,0,-312.05452749523863
850,4.5,2.4,57.45879402764279,0,0,315772.31226057804
851,4.7,1.4,57.45879402764279,0,0,2150503.394739265
852,4.8,1.8,60.780335376615724,0,0,-153.61443725639285
853,4.0,2.2,60.780335376615724,0,0,291734.65453949996
854,4.4,2.5,47.08954501091468,0,0,137.4543146578947
855,3.8,2.3,47.08954501091468,0,0,-153.5827367748611
856,4.0,2.3,43.667759744302856,0,1,128286.26791398
857,4.5,1.7,43.667759744302856,0,1,-98.68174454921538
858,4.4,1.0,51.19423193644992,0,0,0.0
859,4.4,1.7,51.19423193644992,0,0,0.0
860,4.2,2.1,45.66657288223019,0,0,3256705.0771894995
861,3.4,1.8,45.66657288223019,0,0,-153.61816401837262
862,3.6,1.7,48.31967894868169,0,0,381535.72802782
863,3.8,1.8,48.31967894868169,0,0,0.0
864,3.5,2.2,44.103850281858996,0,0,-224.4327811928353
865,4.6,1.8,44.103850281858996,0,0,118410.49671198
866,4.9,2.1,43.62481252540544,0,0,74513.821842988
867,5.2,2.2,43.62481252540544,0,0,3696369.3652475937
868,4.3,1.7,44.98082840597534,0,0,705184.4388362368
870,15.6,2.8,54.42333510879172,1,1,-230.5059346881185
871,14.4,3.0,54.42333510879172,0,0,151143.58250131345
872,15.0,2.7,49.550875455473815,0,0,203.71936314827306
873,14.9,2.4,49.550875455473815,0,0,513653.04660586576
874,15.3,2.3,47.280209354063835,1,0,336798.5997482866
875,13.4,2.1,47.280209354063835,0,0,-171.27231382760868
876,13.1,2.4,46.32068516745515,1,1,39028421.60381443
877,12.7,2.6,46.32068516745515,0,0,-411.9207510974852
878,11.7,2.4,46.557155098628705,0,0,-279.2824286367422
879,11.7,1.4,46.557155098628705,0,0,4983476.5785535
880,11.6,1.8,46.11783187881611,0,0,-293.5737474459286
881,11.8,2.2,46.11783187881611,0,0,269715.79445107497
882,11.2,2.5,42.26689878512195,0,1,-44.336536370263175
883,10.1,2.3,42.26689878512195,0,1,1252040.2655945437
884,10.3,2.3,42.519735426035055,1,0,121986.82759059494
885,10.5,1.7,42.519735426035055,0,0,459.47716941747683
886,9.0,1.0,49.74108967639273,1,1,-90.32030991818182
887,8.7,1.7,49.74108967639273,0,0,282147.0816753377
888,8.5,2.1,43.58384387975055,0,0,3007100.2935086074
889,8.7,1.8,43.58384387975055,1,0,109723.23748767721
890,8.9,1.7,48.1652496891068,0,1,3199941.0349282585
891,7.8,1.8,48.1652496891068,0,1,376529.29596306954
892,8.3,2.2,44.51321293409688,1,0,801.9820622045454
893,8.6,1.8,44.51321293409688,0,1,-171.28343572884
894,7.8,2.1,38.68226567998702,1,1,0.0
895,8.0,2.2,38.68226567998702,0,1,4485076.056806499
896,8.3,1.7,41.576336877495955,0,0,-450.5698038366012
898,5.7,2.8,57.07857817523245,0,1,2080416.0159675959
899,5.7,3.0,57.07857817523245,0,0,-56.12783431764707
900,5.3,2.7,47.589791284842846,0,0,-654.3564818663809
901,5.7,2.4,47.589791284842846,0,0,-318.01229098174286
902,6.6,2.3,49.45387691133035,0,0,619289.5332435
903,6.6,2.1,49.45387691133035,0,0,-442.34966660250006
904,5.5,2.4,46.64008006617715,1,0,168094376.3761525
905,5.3,2.6,46.64008006617715,0,0,-1712.705905512032
906,3.5,2.4,40.078629470051084,0,0,0.0
907,4.8,1.4,40.078629470051084,0,0,238596.8966535
908,3.4,1.8,48.16334387312407,0,1,-441.8461049138889
909,3.4,2.2,48.16334387312407,0,0,0.0
910,4.9,2.5,44.168965787653896,0,0,3806483.7000435
911,3.8,2.3,44.168965787653896,0,0,-252.21659265697676
912,4.1,2.3,39.41767763447038,1,1,1005367.2824596784
913,3.1,1.7,39.41767763447038,0,1,-1193.431860102923
914,2.6,1.0,48.41775175102363,0,0,-436.05890341791047
915,2.9,1.7,48.41775175102363,0,0,0.0
916,2.8,2.1,44.80792074038298,0,0,0.0
917,2.3,1.8,44.80792074038298,0,0,0.0
918,3.4,1.7,46.99141408714848,0,0,575022.9475935
919,3.8,1.8,46.99141408714848,0,0,1425.724570127308
920,2.8,2.2,43.98315143963924,0,0,-442.5851811115364
921,3.6,1.8,43.98315143963924,0,0,0.0
922,4.1,2.1,38.179258658812564,0,0,68030941.7944383
923,3.6,2.2,38.179258658812564,0,1,795260.4331117118
924,3.6,1.7,45.12484452529867,0,0,-492.19204756211286
926,14.5,2.8,57.423976133943455,0,0,-50.90130128571429
927,16.5,3.0,57.423976133943455,0,0,21761968.58425535
928,15.8,2.7,55.31131540624965,0,0,361176.9126959691
929,15.5,2.4,55.31131540624965,0,1,381.0589538391977
930,14.1,2.3,67.1383083848772,0,1,-554.2578199464328
931,16.0,2.1,67.1383083848772,0,0,-148.6317997542857
932,13.8,2.4,56.401995728309586,1,0,93225931.13163954
933,13.6,2.6,56.401995728309586,0,0,-850.942083166055
934,12.2,2.4,59.99764871386641,0,0,3980.7936548332327
935,11.9,1.4,59.99764871386641,0,0,54993.30744269934
936,10.0,1.8,53.158132147635996,0,0,-198.98493317999998
937,12.0,2.2,53.158132147635996,0,0,6902479.556626019
938,12.5,2.5,45.28614696247741,0,0,-120.79567364016395
939,12.8,2.3,45.28614696247741,0,1,-201.40841214
940,13.9,2.3,42.22915616116197,0,1,11106570.315226533
941,12.7,1.7,42.22915616116197,0,1,-1300.3673198168863
942,10.8,1.0,50.85018526212741,0,0,733497.9317873999
943,10.8,1.7,50.85018526212741,0,1,567803.5871263023
944,11.1,2.1,46.956894125959444,1,0,-213.16101851900697
945,11.0,1.8,46.956894125959444,0,0,-122.26503802480558
946,11.9,1.7,56.1333237570648,0,0,-74.36016187826087
947,11.2,1.8,56.1333237570648,0,0,-66.68070468428571
948,9.7,2.2,46.18501488645773,0,0,-138.53889951595846
949,9.7,1.8,46.18501488645773,1,0,-16.897710792528517
950,11.1,2.1,45.76799538705252,0,0,35983129.16573262
951,11.6,2.2,45.76799538705252,0,0,7693300.058206477
952,9.6,1.7,46.75595508137683,0,0,-832.1899230326845
954,17.9,2.8,37.428013406692976,0,0,351882.5146317905
955,17.6,3.0,37.428013406692976,0,0,-165.92233302438893
956,16.0,2.7,31.70265055984735,0,0,-185.041451252125
957,16.0,2.4,31.70265055984735,0,0,554964.0874876
958,15.4,2.3,32.214358419683045,1,0,743910.3757100201
959,15.1,2.1,32.214358419683045,0,0,-380.7254754652856
960,15.3,2.4,32.1710351727437,1,0,68523855.3527658
961,16.7,2.6,32.1710351727437,0,1,-562.0929981851922
962,15.8,2.4,32.45624503165171,1,0,625185.1253757888
963,14.8,1.4,32.45624503165171,1,0,5623147.061581714
964,15.1,1.8,29.663660545264154,1,0,-334.2695758991357
965,16.1,2.2,29.663660545264154,1,1,323895.04838583997
966,14.7,2.5,24.75808036231462,0,1,-32.571472501333346
967,15.8,2.3,24.75808036231462,1,1,1352543.0643998368
968,14.4,2.3,23.312728104878026,0,0,508146.21429598506
969,14.0,1.7,23.312728104878026,0,0,206.85417888299997
970,13.7,1.0,33.9250655740912,1,1,880600.1066873618
971,13.5,1.7,33.9250655740912,0,0,10.691007102552163
972,13.3,2.1,27.36766504560774,0,0,3611712.7318809023
973,15.1,1.8,27.36766504560774,0,0,254114.19829861945
974,14.9,1.7,31.956957383082084,0,1,276819.97829217394
975,15.9,1.8,31.956957383082084,0,1,406924.3175676
976,14.8,2.2,27.446383571221894,1,1,196261.76076971443
977,15.0,1.8,27.446383571221894,1,1,234078.6312677731
978,13.2,2.1,27.562331968827337,0,1,743552.48369882
979,12.7,2.2,27.562331968827337,1,1,4739640.345310283
980,12.6,1.7,31.03189927368799,1,0,-550.8936992593626
982,14.8,2.8,58.373315984106775,0,0,-571.2742966099928
983,14.6,3.0,58.373315984106775,0,0,-568.5658951084583
984,15.1,2.7,49.92885930039095,0,0,161734.4990495205
985,14.4,2.4,49.92885930039095,1,0,797110.8678149342
986,14.5,2.3,51.925144765493684,0,0,357879.40362172
987,13.4,2.1,51.925144765493684,0,0,1182.416335959762
988,12.3,2.4,48.755604642753234,1,0,38293885.67117577
989,12.4,2.6,48.755604642753234,0,0,-661.0212315596178
990,11.6,2.4,56.22362471710941,0,0,1038874.0288059
991,11.2,1.4,56.22362471710941,1,0,9474834.26400795
992,10.5,1.8,51.12605252120862,0,0,-630.7515045223669
993,10.8,2.2,51.12605252120862,0,0,491.81565574000007
994,9.3,2.5,47.21782189465553,0,0,3211502.7204525014
995,9.0,2.3,47.21782189465553,1,1,1943357.9716508193
996,9.3,2.3,46.35914363438115,0,1,302330.04453286825
997,8.9,1.7,46.35914363438115,0,1,439.42123423781777
998,8.4,1.0,53.67131870815006,0,0,-140.17350384727274
999,8.6,1.7,53.67131870815006,0,1,296.52087352307694
1000,8.4,2.1,50.95621927584039,1,1,-265.79796470901823
1001,7.6,1.8,50.95621927584039,0,1,0.0
1002,7.4,1.7,59.02759885219493,0,0,0.0
1003,8.3,1.8,59.02759885219493,1,0,3510219.5335949003
1004,7.6,2.2,57.41305449705894,0,0,824.9287746315716
1005,7.9,1.8,57.41305449705894,0,1,-428.10067159864985
1006,7.4,2.1,52.00060911982186,1,1,13918549.678848699
1007,6.9,2.2,52.00060911982186,0,1,929883.1770512277
1008,7.1,1.7,56.458637794756264,0,0,-661.1100816249156
1038,13.7,2.8,41.797650711635036,0,0,237905.8011602238
1039,11.1,3.0,41.797650711635036,1,0,2905.439082477857
1040,11.2,2.7,41.76026413774352,0,0,296482.8873003797
1041,11.2,2.4,41.76026413774352,1,1,743.6363479300546
1042,9.2,2.3,36.82289378616361,0,1,-627.2435363684475
1043,9.4,2.1,36.82289378616361,0,0,2645980.67863283
1044,9.8,2.4,42.159524778437806,1,1,126512864.18744475
1045,9.1,2.6,42.159524778437806,0,0,-1624.475881877147
1046,9.4,2.4,42.65021385696375,1,0,-283.9543022562998
1047,8.9,1.4,42.65021385696375,0,1,121289.00379292622
1048,8.1,1.8,42.969159953190925,0,1,70801.74394680154
1049,7.7,2.2,42.969159953190925,1,1,1545.5635076576666
1050,7.5,2.5,41.069473727636115,0,1,562.6260966537037
1051,7.7,2.3,41.069473727636115,0,1,952342.7934962095
1052,9.0,2.3,25.908925301439695,1,1,729780.061413318
1053,8.9,1.7,25.908925301439695,0,1,-889.4732584214014
1054,9.1,1.0,45.96524588695888,0,0,1609645.8453972763
1055,8.8,1.7,45.96524588695888,1,1,457801.7417874911
1056,8.6,2.1,40.26764346364058,0,1,16066798.124897696
1057,7.0,1.8,40.26764346364058,0,1,261197.59725771367
1058,8.2,1.7,40.18116746237339,0,1,-163.20595853913042
1059,8.3,1.8,40.18116746237339,0,1,6026.639484399828
1060,7.6,2.2,38.229372889822244,0,1,-542.3134155863052
1061,8.3,1.8,38.229372889822244,0,0,4978109.532949304
1062,7.1,2.1,38.02303038569077,0,1,339953.20596393093
1063,7.3,2.2,38.02303038569077,1,1,106.09206484032961
1064,8.9,1.7,41.885044942160285,0,0,330.7819009665465
1066,14.3,2.8,54.300456878868374,0,0,307903.8789903011
1067,14.1,3.0,54.300456878868374,1,0,149900.2400429945
1068,12.8,2.7,47.203840790584195,0,0,187.96221858512723
1069,11.8,2.4,47.203840790584195,1,1,-66.68448282926829
1070,11.5,2.3,50.83583340930249,1,1,1221847.340138857
1071,11.9,2.1,50.83583340930249,0,0,-356.16959533939473
1072,11.2,2.4,48.96863143973761,1,0,25696712.886892304
1073,11.1,2.6,48.96863143973761,0,0,-797.7077159472952
1074,10.0,2.4,56.16598792923811,0,0,573161.7683122151
1075,9.4,1.4,56.16598792923811,1,0,949.1259442451612
1076,9.7,1.8,49.796345853874925,0,0,75.0717464831158
1077,8.5,2.2,49.796345853874925,1,0,50.260244636423536
1078,8.0,2.5,43.15961975268775,0,0,-100.04955005855957
1079,9.7,2.3,43.15961975268775,1,1,360.6096959589744
1080,10.3,2.3,43.55249804158847,0,1,454082.1347395904
1081,9.4,1.7,43.55249804158847,1,0,-515.5882214817142
1082,9.3,1.0,51.41402501920306,0,1,772146.2283096999
1083,9.3,1.7,51.41402501920306,1,0,534644.2964505893
1084,7.8,2.1,48.77446084015888,0,0,-178.33352137143333
1085,7.8,1.8,48.77446084015888,0,0,331740.8328607
1086,7.7,1.7,55.15832097951186,0,0,2968144.8028805177
1087,8.6,1.8,55.15832097951186,1,0,-142.03122012266985
1088,7.4,2.2,53.909955783256834,1,0,355990.5050481
1089,7.4,1.8,53.909955783256834,0,0,-23.086072440499976
1090,8.0,2.1,44.75285884530541,0,0,650655.0275647221
1091,7.1,2.2,44.75285884530541,1,0,478384.5211893946
1092,8.2,1.7,50.63342020061933,0,0,-136.6641317457714
1094,8.4,2.8,38.72883933689765,0,0,346472.4621205415
1095,9.1,3.0,38.72883933689765,1,0,-192.5082013501111
1096,10.5,2.7,29.92608612259307,0,0,0.0
1097,10.7,2.4,29.92608612259307,1,1,0.0
1098,11.2,2.3,26.158226033289182,0,0,731745.1820302
1099,10.1,2.1,26.158226033289182,0,0,-192.56452158689473
1100,9.9,2.4,23.278823333472122,1,1,34907043.12162155
1101,9.5,2.6,23.278823333472122,0,1,-477.43176258634014
1102,9.1,2.4,29.54800558490979,0,0,135086.2684441927
1103,9.0,1.4,29.54800558490979,0,0,850185.18070467
1104,8.8,1.8,28.086778143842857,0,1,-60.73053386485214
1105,8.4,2.2,28.086778143842857,0,0,115335.52206093
1106,7.8,2.5,11.211637205612785,0,0,54.34172764157894
1107,7.5,2.3,11.211637205612785,0,1,-60.71800127220278
1108,8.7,2.3,27.10276748388981,0,0,305163.46221012
1109,8.8,1.7,27.10276748388981,0,0,-234.7411247770154
1110,8.4,1.0,37.84114890725042,0,0,866575.8288902
1111,9.2,1.7,37.84114890725042,0,0,-192.57240642004444
1112,10.1,2.1,37.85307696803226,0,0,1287518.55301193
1113,8.9,1.8,37.85307696803226,0,1,250146.42552298246
1114,6.7,1.7,38.804200381335434,0,1,296265.656773046
1115,6.5,1.8,38.804200381335434,0,1,0.0
1116,8.1,2.2,32.7503539820958,0,1,192248.20745854275
1117,8.2,1.8,32.7503539820958,0,0,50533.2196773298
1118,8.8,2.1,34.78300471495928,1,1,731719.7980557521
1119,10.0,2.2,34.78300471495928,1,1,1458115.7111605275
1120,9.9,1.7,22.500035830038676,0,0,-103.03415029881664
1262,4.6,2.8,46.59421420768128,0,0,-235.80904257148384
1263,4.1,3.0,46.59421420768128,0,0,278863.44564143615
1264,4.4,2.7,32.5948348291756,0,1,-337.2639221402625
1265,3.8,2.4,32.5948348291756,0,1,1081662.1009673001
1266,5.1,2.3,32.881984632762055,0,1,227960.98870957096
1267,4.4,2.1,32.881984632762055,0,0,-162.92979019157144
1268,5.1,2.4,18.342708722994292,1,1,26968608.68566921
1269,5.7,2.6,18.342708722994292,0,1,-365.63004777533956
1270,5.0,2.4,32.32469867483519,0,0,927977.5386755387
1271,4.7,1.4,32.32469867483519,0,0,2365506.0349365664
1272,4.2,1.8,24.35050883911242,0,1,-102.76913228149924
1273,5.1,2.2,24.35050883911242,0,1,320835.6854880204
1274,5.0,2.5,44.54184207120726,0,1,62.99166180810934
1275,4.5,2.3,44.54184207120726,0,1,148.85159297840173
1276,4.7,2.3,0.0,0,1,171565.19380000044
1277,5.3,1.7,0.0,0,1,-278.4941653838854
1278,5.3,1.0,32.03198041262614,0,0,1304.3700144
1279,4.4,1.7,32.03198041262614,0,1,-163.0100192996
1280,4.1,2.1,23.296232551883033,0,1,3581072.6275916
1281,4.2,1.8,23.296232551883033,0,1,-168.9185201694151
1282,4.2,1.7,31.03433870832985,1,1,0.0
1283,5.1,1.8,31.03433870832985,1,1,0.0
1284,5.5,2.2,0.0,0,1,162883.2055482
1285,4.5,1.8,0.0,0,1,158622.61223294
1286,4.7,2.1,25.951455491079127,0,1,93880.09405320001
1287,5.3,2.2,25.951455491079127,0,1,4066400.5039575505
1288,5.5,1.7,25.832416812231784,0,0,-475.5755171120344
1290,16.1,2.8,50.60278527756456,1,0,0.0
1291,16.1,3.0,50.60278527756456,1,0,13747119.979034701
1292,14.4,2.7,46.93792511570598,0,1,350081.88656110974
1293,14.5,2.4,46.93792511570598,1,0,-112.0602378202
1294,15.8,2.3,44.0544054836043,0,0,-238.13664741235002
1295,14.8,2.1,44.0544054836043,1,0,0.0
1296,11.8,2.4,41.88517430451756,1,1,115604520.5462763
1297,13.6,2.6,41.88517430451756,0,1,-824.8398689743867
1298,13.6,2.4,44.78838674360997,1,1,562119.1175160947
1299,13.1,1.4,44.78838674360997,0,1,-746.8470796178593
1300,13.2,1.8,40.1280222124949,1,1,0.0
1301,11.4,2.2,40.1280222124949,0,1,4359842.432214701
1302,12.5,2.5,38.850206615593734,0,1,-238.24275585872678
1303,13.1,2.3,38.850206615593734,1,1,0.0
1304,13.0,2.3,40.801581629274416,0,1,6432667.6773247
1305,12.6,1.7,40.801581629274416,1,1,-238.24695101202593
1306,10.7,1.0,45.78373313963126,0,0,0.0
1307,11.1,1.7,45.78373313963126,1,1,357145.4071747
1308,11.1,2.1,45.556181655249404,0,1,25051277.387353484
1309,11.7,1.8,45.556181655249404,1,1,-588.0637437627136
1310,10.9,1.7,48.37667520693733,0,1,0.0
1311,11.0,1.8,48.37667520693733,1,1,0.0
1312,10.0,2.2,44.72697693594627,0,0,0.0
1313,12.1,1.8,44.72697693594627,0,1,7762035.561331599
1314,12.9,2.1,34.70314376374733,1,1,-588.0329970705757
1315,12.0,2.2,34.70314376374733,1,1,4860179.5603447
1316,10.3,1.7,39.182167990582705,1,0,-238.24409609532844
1318,12.4,2.8,61.23125257441914,0,1,5129879.730904519
1319,11.7,3.0,61.23125257441914,0,0,476757.2737446459
1320,12.8,2.7,52.12318870571778,1,0,-1289.1537642103638
1321,12.4,2.4,52.12318870571778,0,1,-545.9954569878572
1322,12.4,2.3,52.6043113879801,1,1,1542154.6458379
1323,11.1,2.1,52.6043113879801,0,0,5124.6884953955
1324,11.7,2.4,52.32572614604555,1,0,1052470.416229902
1325,11.3,2.6,52.32572614604555,0,0,-899.4995147505128
1326,9.9,2.4,54.297467063520656,0,0,-791.8447972148948
1327,10.0,1.4,54.297467063520656,0,0,2631.836138355
1328,10.4,1.8,48.954571222638485,0,0,219925.06285304998
1329,11.1,2.2,48.954571222638485,0,0,197759.0830459456
1330,9.0,2.5,50.40537207044833,1,1,2688746.3139773738
1331,8.3,2.3,50.40537207044833,0,1,222.41039832309514
1332,9.7,2.3,45.942596752491916,0,0,580797.883505967
1333,8.3,1.7,45.942596752491916,0,0,-1161.9835486420125
1334,8.4,1.0,54.462546286303734,1,1,0.0
1335,7.0,1.7,54.462546286303734,1,0,918420.5021788001
1336,6.9,2.1,48.91732523856876,0,0,-10.425603575830669
1337,8.2,1.8,48.91732523856876,0,0,166453.72576671568
1338,8.2,1.7,52.35827269717013,0,0,-158.61963743928573
1339,5.2,1.8,52.35827269717013,1,0,2812516.055296238
1340,5.5,2.2,45.79790183519117,0,0,8699550.376579141
1341,6.7,1.8,45.79790183519117,0,0,-784.7210458778466
1342,5.5,2.1,45.61125034267816,1,0,7461054.3973161
1343,5.1,2.2,45.61125034267816,0,0,10922743.803359423
1344,6.5,1.7,51.30861126029207,0,0,858540.6284685858
1346,15.9,2.8,33.8601056660206,0,1,-467.69465049954954
1347,14.8,3.0,33.8601056660206,0,0,229132.0911189945
1348,13.9,2.7,12.239072837539819,1,0,230.88497865024084
1349,12.4,2.4,12.239072837539819,0,0,647672.8359413876
1350,11.1,2.3,8.294309049553487,0,1,430297.1892028026
1351,12.4,2.1,8.294309049553487,0,0,-267.1590195299855
1352,12.4,2.4,18.757415429612053,1,1,39895855.73973382
1353,12.2,2.6,18.757415429612053,0,0,-773.2276075061928
1354,10.5,2.4,33.88056977264601,1,0,-208.53937145335001
1355,10.3,1.4,33.88056977264601,0,0,7130221.9390328005
1356,10.5,1.8,41.99258372410124,0,0,-353.1480553064548
1357,10.6,2.2,41.99258372410124,0,0,398.539308235
1358,10.3,2.5,41.97175542475699,0,0,1276984.4756536498
1359,10.8,2.3,41.97175542475699,0,1,2175175.8706005253
1360,10.7,2.3,33.04712187867898,0,1,-282.4284648490949
1361,10.3,1.7,33.04712187867898,0,1,533.7692524031538
1362,11.2,1.0,55.03496489901297,0,0,-113.58859890727274
1363,9.7,1.7,55.03496489901297,0,0,-9663.031905488462
1364,8.4,2.1,59.912778278454645,0,0,-380.44274261928484
1365,9.8,1.8,59.912778278454645,0,0,166706.3109467
1366,7.8,1.7,55.26391253288665,0,0,4089526.1101319166
1367,9.1,1.8,55.26391253288665,1,1,1902040.1997365789
1368,8.9,2.2,64.83829655175428,1,1,886.8263457568181
1369,7.7,1.8,64.83829655175428,0,0,-377.6850578704338
1370,7.7,2.1,58.33066604843328,1,0,1747448.7698525
1371,7.8,2.2,58.33066604843328,1,0,1483549.7382574663
1372,7.3,1.7,67.5437525036611,0,0,-586.0956807512607
1402,5.4,2.8,36.628290871529344,0,0,2222066.8288442697
1403,4.5,3.0,36.628290871529344,0,0,629558.2618378915
1404,3.8,2.7,57.670566176675344,0,0,200927.18028163427
1405,3.9,2.4,57.670566176675344,0,0,-201.61853514450002
1406,3.4,2.3,75.08294984338141,0,1,1209462.0517729
1407,3.1,2.1,75.08294984338141,0,0,-150.87687634898816
1408,2.5,2.4,73.41538500640168,0,0,1557073.3253715273
1409,3.5,2.6,73.41538500640168,0,0,-495.4891033854286
1410,3.2,2.4,53.46831367633824,0,0,-676.6393829848075
1411,3.1,1.4,53.46831367633824,0,0,-314.4972095784
1412,2.9,1.8,45.91468361970688,0,0,293280.73330759996
1413,2.7,2.2,45.91468361970688,0,0,410.3617524135343
1414,2.8,2.5,29.339073395650583,0,0,2542734.029320457
1415,3.4,2.3,29.339073395650583,0,0,-190.65868861614427
1416,2.5,2.3,32.44425564699333,0,1,-182.7940770580645
1417,3.0,1.7,32.44425564699333,0,1,-314.5698585064615
1418,3.0,1.0,48.1185000594817,0,1,0.0
1419,2.7,1.7,48.1185000594817,0,0,759468.680487
1420,3.1,2.1,57.44973424932698,0,0,0.0
1421,2.7,1.8,57.44973424932698,0,0,219469.3964211023
1422,2.5,1.7,66.52962698909593,0,0,-314.3622901405714
1423,2.6,1.8,66.52962698909593,0,1,0.0
1424,2.5,2.2,64.10278587896954,0,1,875177.4200479999
1425,2.5,1.8,64.10278587896954,0,1,-314.69882058540094
1426,3.0,2.1,60.34679599726951,0,1,0.0
1427,2.6,2.2,60.34679599726951,0,1,0.0
1428,2.7,1.7,80.95501493467964,0,0,1133008.4657384
