,Priv Union Members (%),us_inf,prop_rep,change_prop_not_on_strike_indicator,Wage_Increase_Indicator,instrument_calc
552,7.4,2.1,21.909361107168028,0,0,1370489.12429312
553,6.8,1.8,21.909361107168028,0,0,-64.64571341005284
554,5.7,1.7,14.1119239213294,0,0,224585.6594815
555,6.3,1.8,14.1119239213294,0,1,0.0
556,6.4,2.2,13.35151137933249,0,1,195217.9869467403
557,5.9,1.8,13.35151137933249,1,1,156.43651344
558,7.2,2.1,20.037696960380767,0,0,22694.633911453333
559,6.6,2.2,20.037696960380767,1,1,1554136.499389883
560,6.4,1.7,19.108803842531653,0,0,-106.95132853173763
562,10.8,2.8,50.746539407154856,0,0,247146.63207299839
563,9.1,3.0,50.746539407154856,1,0,-269.48303815327404
564,8.2,2.7,46.4947582576125,1,0,-136.69708697902678
565,8.7,2.4,46.4947582576125,0,1,409972.86621019995
566,8.3,2.3,45.47582242633613,0,1,556979.24723658
567,8.8,2.1,45.47582242633613,0,0,-274.1504396785072
568,7.8,2.4,44.442702894594255,1,0,25610860.896522216
569,7.8,2.6,44.442702894594255,0,0,-351.2199057895609
570,8.6,2.4,45.38033274406264,0,0,-136.98825356554306
571,9.2,1.4,45.38033274406264,0,0,2392169.1183102
572,6.0,1.8,39.77031488515744,0,0,-121.07996810857142
573,7.4,2.2,39.77031488515744,0,0,252.90090113
574,7.5,2.5,32.145624094022935,0,0,1593538.9145244155
575,7.2,2.3,32.145624094022935,0,1,999146.1902045636
576,6.6,2.3,30.526567363984576,0,0,268578.1925221581
577,7.3,1.7,30.526567363984576,0,1,234.97139171042306
578,6.1,1.0,36.935433685096235,0,1,618555.0283892872
579,6.6,1.7,36.935433685096235,0,0,207968.45766250402
580,5.5,2.1,33.20059376974946,0,0,-205.9961525807318
581,5.2,1.8,33.20059376974946,1,0,178616.71785299998
582,5.2,1.7,41.361403187364694,0,0,327049.30375356844
583,4.6,1.8,41.361403187364694,0,1,300594.6595041125
584,5.6,2.2,35.5309676502034,0,1,138005.76323251816
585,4.9,1.8,35.5309676502034,0,0,-274.057997297816
586,5.8,2.1,32.27765821566672,0,1,738019.6903321999
587,4.6,2.2,32.27765821566672,1,1,478032.96200899413
588,6.3,1.7,34.803345779017455,0,0,-136.6641317457714
590,8.6,2.8,46.565989539711495,0,0,-250.02688668362686
591,8.4,3.0,46.565989539711495,0,0,447999.74664900004
592,9.1,2.7,35.21340446815605,0,0,-279.999841655625
593,8.3,2.4,35.21340446815605,0,1,1736804.5212490002
594,7.6,2.3,30.112916804365184,0,1,-225.94754112903226
595,9.1,2.1,30.112916804365184,0,0,0.0
596,8.0,2.4,31.866747911572542,1,0,67029165.44179769
597,6.8,2.6,31.866747911572542,0,0,-581.0998982801921
598,7.2,2.4,41.54704074751562,0,1,799643.0972085212
599,6.7,1.4,41.54704074751562,0,1,4372253.962514466
600,5.9,1.8,39.87884693371784,0,0,-312.3217106127928
601,5.6,2.2,39.87884693371784,0,1,593141.2956890999
602,5.3,2.5,30.446059543024546,0,1,279.46570291052626
603,5.1,2.3,30.446059543024546,0,1,-312.2572586719722
604,5.5,2.3,39.17724380052978,0,1,324833.4084003
605,5.1,1.7,39.17724380052978,0,1,-249.87185261561538
606,5.1,1.0,43.97308139370056,0,1,0.0
607,4.6,1.7,43.97308139370056,0,0,0.0
608,5.4,2.1,36.70625966882089,0,0,6621380.899059099
609,4.9,1.8,36.70625966882089,0,0,-312.32928769146696
610,4.4,1.7,36.96474531439426,1,0,324407.3393156
611,4.6,1.8,36.96474531439426,1,0,0.0
612,4.5,2.2,46.311743030830705,0,0,-190.82784665623527
613,5.1,1.8,46.311743030830705,0,1,299826.9874303
614,5.8,2.1,39.702353454470796,0,1,150864.26006318
615,5.5,2.2,39.702353454470796,0,1,7516075.252947524
616,6.4,1.7,41.07617363169364,1,0,-842.5326676967593
618,18.3,2.8,51.01719105156916,1,0,2578559.764104528
619,18.4,3.0,51.01719105156916,0,0,-344.4257052318075
620,18.3,2.7,45.37652649620888,0,0,294081.91143754957
621,18.1,2.4,45.37652649620888,0,0,2689.9526759116975
622,16.7,2.3,48.17992431411551,1,1,1745735.9046372129
623,17.0,2.1,48.17992431411551,1,0,2457.721094221441
624,15.7,2.4,43.90981064757252,1,0,2754447.672352306
625,16.3,2.6,43.90981064757252,0,0,-1159.1734648197278
626,15.7,2.4,48.24043480523068,0,0,-787.7548680523637
627,16.6,1.4,48.24043480523068,0,0,6432673.4697473
628,15.9,1.8,49.41549175193557,0,0,25160.063018963527
629,14.4,2.2,49.41549175193557,0,0,219278.60274847335
630,13.7,2.5,44.56048196233792,1,0,3299516.927013097
631,13.9,2.3,44.56048196233792,0,1,1149058.6387198207
632,13.1,2.3,43.94989076411076,1,1,-94.48629981061777
633,12.2,1.7,43.94989076411076,0,1,-975.3641366259345
634,11.1,1.0,52.32421912290866,0,0,67980.43847400001
635,11.9,1.7,52.32421912290866,0,0,1212504.0540240998
636,11.3,2.1,45.61687147731227,0,0,-554.6663091577565
637,11.0,1.8,45.61687147731227,0,0,-595.0820649545954
638,9.9,1.7,47.47564069905683,0,1,88.735233425
639,11.1,1.8,47.47564069905683,1,0,4489964.144233047
640,10.1,2.2,48.029279122568326,0,1,8943386.97111442
641,11.3,1.8,48.029279122568326,0,1,-665.403514807768
642,11.0,2.1,44.611106979247374,1,1,8229839.4387777
643,9.8,2.2,44.611106979247374,1,1,12155549.187180802
644,11.1,1.7,48.27242151226043,0,0,-628.899181089489
646,12.5,2.8,48.44184776236355,0,0,1729223.6888247
647,12.2,3.0,48.44184776236355,1,0,193.76948079152544
648,12.9,2.7,41.79438225755832,0,0,736095.9053621863
649,13.5,2.4,41.79438225755832,0,0,-664.8368399004
650,11.6,2.3,42.310783029834724,1,1,1685353.5932901
651,12.8,2.1,42.310783029834724,1,0,-957.9460441126935
652,12.3,2.4,42.025427522001166,1,0,2179968.3019297
653,11.5,2.6,42.025427522001166,0,0,-417.3755921695122
654,10.8,2.4,46.76572624564074,0,0,-292.9552337716875
655,10.1,1.4,46.76572624564074,0,0,0.0
656,11.1,1.8,45.41656424834505,1,0,17295.1682727
657,9.7,2.2,45.41656424834505,1,0,-288.252804545
658,9.7,2.5,42.43446686376249,1,1,8383969.3307554005
659,9.6,2.3,42.43446686376249,1,0,-665.3943913297936
660,9.4,2.3,38.14349746343949,0,0,0.0
661,8.5,1.7,38.14349746343949,0,0,0.0
662,8.4,1.0,46.43136440839699,0,0,71368.565645
663,7.8,1.7,46.43136440839699,0,0,775812.2995252333
664,7.7,2.1,43.02325705387429,0,0,-238.59537865800002
665,8.4,1.8,43.02325705387429,1,0,-595.4322307091538
666,8.0,1.7,46.52512631529091,0,1,0.0
667,8.0,1.8,46.52512631529091,0,1,45112.571595
668,8.3,2.2,46.66075138731131,1,0,-237.43458734210526
669,9.2,1.8,46.66075138731131,0,1,0.0
670,8.9,2.1,43.67616402974626,0,1,2315062.602645
671,7.4,2.2,43.67616402974626,0,1,-238.66624769536082
672,7.5,1.7,46.17746396230958,1,0,0.0
674,13.7,2.8,47.23757422124654,0,0,2965411.7734583598
675,12.9,3.0,47.23757422124654,0,0,48.629348845557274
676,13.5,2.7,39.378612033779426,0,0,-762.9969141333177
677,13.1,2.4,39.378612033779426,1,1,-209.98001643566664
678,12.0,2.3,47.606634875139704,0,1,1026643.7460606999
679,13.1,2.1,47.606634875139704,0,0,58.84463552335714
680,12.1,2.4,48.83179378344028,1,0,33798283.34551078
681,11.7,2.6,48.83179378344028,0,0,-1267.5734072679882
682,11.1,2.4,53.18972163341628,0,0,-469.9337524789943
683,10.8,1.4,53.18972163341628,0,0,1891.0808685
684,10.9,1.8,53.60909898414824,1,0,15290.44831245
685,9.8,2.2,53.60909898414824,0,0,6011706.986056745
686,9.4,2.5,50.03266069778508,0,0,251.32797281383745
687,8.7,2.3,50.03266069778508,0,1,-439.6019921257682
688,9.3,2.3,46.5364326007165,1,1,7810678.142469756
689,8.0,1.7,46.5364326007165,0,1,-531.3781380651762
690,8.5,1.0,57.442826089786145,0,1,0.0
691,9.2,1.7,57.442826089786145,1,0,732686.5861198
692,7.2,2.1,54.69509323965769,0,0,-6.868877752679537
693,7.3,1.8,54.69509323965769,0,1,-355.87361392845787
694,6.5,1.7,58.773135862435964,0,1,52.530024125
695,6.6,1.8,58.773135862435964,0,1,-209.95200042279998
696,7.6,2.2,58.199200822958176,0,0,5294816.311703499
697,7.5,1.8,58.199200822958176,0,1,-210.11175840093253
698,6.4,2.1,55.035058114556946,0,1,15194381.9100651
699,8.2,2.2,55.035058114556946,0,1,7196065.5320971655
700,6.4,1.7,57.97974790653594,0,0,-188.64796985036494
730,12.0,2.8,42.23262233303894,0,0,508565.7426825
731,9.3,3.0,42.23262233303894,0,0,5447.100547249999
732,9.1,2.7,52.41379139817914,0,0,303897.35895996244
733,7.2,2.4,52.41379139817914,0,1,204.71189439069997
734,8.2,2.3,53.00783288242231,0,1,-508.82028009125
735,9.9,2.1,53.00783288242231,0,0,5654293.9979725
736,8.2,2.4,51.49992326823719,0,0,4903.7635463179695
737,7.3,2.6,51.49992326823719,0,0,-482.7823022872287
738,7.2,2.4,64.6201116138126,1,0,367.20150770491796
739,7.7,1.4,64.6201116138126,0,0,-509.0263341840476
740,5.5,1.8,64.39817211804696,0,0,152213.3704325
741,5.7,2.2,64.39817211804696,0,0,-507.37790144166667
742,5.5,2.5,58.879409048938136,0,0,0.0
743,6.0,2.3,58.879409048938136,0,0,2035790.1951825
744,5.9,2.3,64.14431274693283,0,0,-356.35237225
745,6.5,1.7,64.14431274693283,0,0,296.9603102083333
746,5.6,1.0,60.41388573601117,0,0,-508.8068833855263
747,5.4,1.7,60.41388573601117,0,0,1527676.6026591
748,5.8,2.1,53.25134447825906,0,0,-508.8068833855263
749,6.4,1.8,53.25134447825906,0,0,559041.7294138641
750,5.7,1.7,55.40529890233529,0,1,0.0
751,6.3,1.8,55.40529890233529,0,1,13189.665726136363
752,6.4,2.2,56.191528284015746,0,0,-509.05761902643576
753,5.8,1.8,56.191528284015746,0,1,0.0
754,5.7,2.1,50.882298714764055,0,1,712195.6696825
755,5.3,2.2,50.882298714764055,0,1,145.44994785714292
756,5.6,1.7,56.3863549838822,0,0,1696.9160583333332
758,3.5,2.8,57.114891795062306,0,1,-574.3957726078784
759,2.5,3.0,57.114891795062306,0,0,307905.79130734364
760,2.6,2.7,53.29197068676051,0,0,223958.01487022726
761,2.8,2.4,53.29197068676051,0,0,325828.5230183379
762,2.8,2.3,53.26057611197427,0,1,583937.6251958678
763,1.9,2.1,53.26057611197427,1,0,0.0
764,2.4,2.4,54.49334484495287,1,0,13511747.779008728
765,2.3,2.6,54.49334484495287,0,0,-757.5561276253774
766,2.1,2.4,53.87489868096994,1,0,1429361.4125516312
767,2.1,1.4,53.87489868096994,0,0,-111.70821775
768,1.6,1.8,51.07221619474075,0,0,-223.34661786390623
769,1.8,2.2,51.07221619474075,0,0,0.0
770,1.8,2.5,47.08827457430102,1,0,1434694.2113098002
771,2.0,2.3,47.08827457430102,0,1,-138.75185796032883
772,2.0,2.3,45.1121007294501,0,0,0.0
773,1.5,1.7,45.1121007294501,0,1,0.0
774,1.8,1.0,54.1178021512468,0,1,0.0
775,1.6,1.7,54.1178021512468,0,0,0.0
776,1.8,2.1,48.74800187586448,0,0,0.0
777,1.6,1.8,48.74800187586448,0,0,224118.27121789998
778,1.2,1.7,55.39049529237556,0,0,5553396.839034578
779,1.8,1.8,55.39049529237556,0,0,491027.01549287926
780,1.7,2.2,53.220579594290086,0,0,0.0
781,2.3,1.8,53.220579594290086,0,0,-223.31488257477272
782,2.0,2.1,50.3924848621171,1,0,7969247.9960373
783,1.2,2.2,50.3924848621171,0,0,6500434.53457368
784,1.8,1.7,49.41248712500552,0,0,-645.7077644954858
814,6.6,2.8,64.01991719855702,0,0,1930762.2671415445
815,5.0,3.0,64.01991719855702,0,0,154.43364522771685
816,5.1,2.7,68.1105466344022,1,0,-502.68670501598984
817,5.9,2.4,68.1105466344022,0,0,-350.7984172802143
818,6.1,2.3,74.67045910422677,1,1,769893.0526676001
819,4.7,2.1,74.67045910422677,0,0,-279.2718664690715
820,4.6,2.4,71.224367598683,0,0,50146273.6652401
