,Priv Union Members (%),state_inf,prop_rep,change_prop_not_on_strike_indicator,Wage_Increase_Indicator,instrument_calc
1059,8.3,5.582562727493268,40.18116746237339,0,1,6026.639484399828
1060,7.6,7.159103335563199,38.229372889822244,0,1,-542.3134155863052
1061,8.3,13.954627604244996,38.229372889822244,0,0,4978109.532949304
1066,14.3,9.127323834298352,54.300456878868374,0,0,307903.8789903011
1067,14.1,9.056384873087776,54.300456878868374,1,0,149900.2400429945
1068,12.8,9.279218941359524,47.203840790584195,0,0,187.96221858512723
1069,11.8,8.265040431403214,47.203840790584195,1,1,-66.68448282926829
1070,11.5,3.326596249102143,50.83583340930249,1,1,1221847.340138857
1071,11.9,6.477688642059554,50.83583340930249,0,0,-356.16959533939473
1072,11.2,12.254456472862119,48.96863143973761,1,0,25696712.886892304
1073,11.1,12.521367845946063,48.96863143973761,0,0,-797.7077159472952
1074,10.0,5.831893368750851,56.16598792923811,0,0,573161.7683122151
1075,9.4,9.40713694364681,56.16598792923811,1,0,949.1259442451612
1076,9.7,12.562490538989302,49.796345853874925,0,0,75.0717464831158
1077,8.5,11.81560115676299,49.796345853874925,1,0,50.260244636423536
1078,8.0,11.566705041849556,43.15961975268775,0,0,-100.04955005855957
1079,9.7,13.473945714380186,43.15961975268775,1,1,360.6096959589744
1080,10.3,20.290354901368147,43.55249804158847,0,1,454082.1347395904
1081,9.4,2.893664506220084,43.55249804158847,1,0,-515.5882214817142
1082,9.3,7.141246150870684,51.41402501920306,0,1,772146.2283096999
1083,9.3,13.029894911217887,51.41402501920306,1,0,534644.2964505893
